timestamps,TP9,AF7,AF8,TP10,Right AUX
1671211554.264,-0.488,-17.090,-21.973,-20.508,-54.688,0
1671211554.265,-45.898,-14.648,-23.926,-34.180,-68.848,0
1671211554.269,-56.641,-15.137,-20.020,-33.691,30.273,0
1671211554.273,-24.902,-17.090,-20.996,-26.855,175.293,0
1671211554.277,2.930,-11.719,-27.344,-32.715,105.469,0
1671211554.281,2.441,-10.742,-24.902,-27.344,15.625,0
1671211554.285,-30.273,-14.648,-20.020,-20.996,116.699,0
1671211554.289,-52.246,-15.137,-26.855,-26.855,416.016,0
1671211554.292,-28.809,-16.113,-28.320,-37.598,219.727,0
1671211554.296,12.695,-15.137,-17.090,-33.203,-115.234,0
1671211554.300,12.207,-12.695,-24.414,-25.391,-160.156,0
1671211554.304,-30.762,-9.277,-27.344,-26.367,-61.523,0
1671211554.308,-56.152,-7.324,-25.391,-25.391,-31.250,0
1671211554.311,-36.621,-15.625,-24.414,-37.109,-121.582,0
1671211554.315,-3.418,-21.484,-18.555,-48.828,-86.426,0
1671211554.319,4.883,-14.160,-16.602,-40.527,-61.523,0
1671211554.323,-32.227,-11.719,-14.160,-38.086,-69.336,0
1671211554.327,-68.359,-10.742,-8.301,-35.645,-113.770,0
1671211554.331,-55.664,-19.531,-19.531,-34.668,-6.836,0
1671211554.335,-15.625,-25.879,-35.156,-38.574,120.605,0
1671211554.338,-1.953,-18.066,-30.762,-28.320,37.109,0
1671211554.342,-28.809,-18.555,-20.508,-22.461,-29.785,0
1671211554.346,-62.988,-19.043,-16.602,-27.344,172.852,0
1671211554.350,-64.941,-17.578,-20.508,-31.738,181.641,0
1671211554.354,-20.508,-17.090,-14.648,-35.156,-100.586,0
1671211554.370,0.000,-18.555,-21.484,-28.809,-24.902,0
1671211554.374,-28.809,-23.926,-30.762,-18.555,114.746,0
1671211554.378,-62.500,-24.902,-22.461,-24.414,-7.324,0
1671211554.382,-64.453,-22.949,-25.391,-35.645,-98.145,0
1671211554.386,-19.043,-19.531,-28.809,-29.297,-20.996,0
1671211554.390,7.812,-16.113,-19.043,-12.695,156.250,0
1671211554.394,-22.949,-20.508,-16.113,-11.719,133.789,0
1671211554.397,-61.523,-21.484,-29.297,-25.879,-80.078,0
1671211554.401,-65.430,-21.484,-32.715,-30.762,-79.102,0
1671211554.405,-27.344,-20.508,-27.832,-18.555,227.539,0
1671211554.409,1.465,-17.578,-26.367,-18.555,69.336,0
1671211554.413,-15.625,-18.555,-27.832,-19.043,-134.277,0
1671211554.415,-47.363,-16.113,-23.926,-14.160,0.488,0
1671211554.419,-64.453,-17.090,-23.926,-24.902,16.602,0
1671211554.423,-33.691,-20.996,-26.367,-38.574,-106.445,0
1671211554.427,-2.930,-22.461,-26.367,-30.762,-118.652,0
1671211554.431,-17.578,-21.484,-28.809,-22.461,15.137,0
1671211554.435,-49.316,-21.484,-23.926,-26.367,118.164,0
1671211554.439,-60.547,-20.020,-13.184,-33.203,33.691,0
1671211554.442,-35.156,-19.531,-10.742,-37.598,-116.699,0
1671211554.446,1.953,-20.508,-21.973,-20.020,45.898,0
1671211554.450,1.465,-17.578,-26.855,-11.230,137.695,0
1671211554.454,-44.434,-18.555,-29.297,-22.949,-67.383,0
1671211554.458,-68.359,-17.090,-28.320,-31.738,-131.836,0
1671211554.460,-45.410,-21.973,-24.414,-41.504,-22.949,0
1671211554.464,-10.254,-23.438,-20.508,-36.133,39.551,0
1671211554.468,-3.906,-19.043,-16.113,-22.461,37.109,0
1671211554.472,-37.109,-22.949,-22.461,-24.414,24.414,0
1671211554.476,-63.477,-26.367,-29.297,-35.156,218.750,0
1671211554.480,-50.293,-25.879,-28.809,-42.969,145.996,0
1671211554.484,-19.043,-25.879,-20.996,-38.086,-58.105,0
1671211554.487,-7.324,-23.438,-10.254,-26.367,-25.879,0
1671211554.491,-40.527,-28.320,-18.066,-18.555,193.848,0
1671211554.495,-73.242,-27.832,-27.832,-32.227,103.027,0
1671211554.499,-57.129,-24.902,-21.484,-38.574,-169.434,0
1671211554.503,-18.555,-30.273,-19.043,-29.297,-175.781,0
1671211554.505,-9.277,-27.344,-22.949,-26.367,-49.316,0
1671211554.509,-35.645,-22.461,-20.020,-22.461,-105.469,0
1671211554.513,-60.059,-20.020,-19.531,-27.344,-186.523,0
1671211554.517,-47.363,-19.043,-26.367,-33.203,-36.621,0
1671211554.521,-8.789,-17.578,-27.832,-36.133,-28.320,0
1671211554.525,5.859,-21.484,-27.832,-27.832,-45.898,0
1671211554.529,-21.973,-23.926,-28.809,-20.508,17.578,0
1671211554.532,-57.617,-22.949,-26.855,-26.855,121.582,0
1671211554.536,-54.199,-23.926,-18.066,-24.902,161.621,0
1671211554.540,-19.043,-22.949,-22.461,-32.715,-116.699,0
1671211554.544,1.465,-24.902,-33.203,-31.250,-148.926,0
1671211554.548,-15.625,-24.902,-28.809,-21.484,-64.941,0
1671211554.550,-56.152,-24.902,-25.391,-30.273,-89.355,0
1671211554.554,-65.430,-26.855,-30.273,-41.992,-103.027,0
1671211554.558,-30.762,-22.461,-28.320,-38.574,-32.715,0
1671211554.562,3.906,-18.066,-18.555,-27.344,138.184,0
1671211554.566,-11.719,-20.020,-9.277,-23.926,69.824,0
1671211554.570,-55.176,-20.996,-8.301,-23.926,47.363,0
1671211554.574,-60.547,-19.043,-19.043,-28.809,151.367,0
1671211554.577,-20.508,-19.043,-28.320,-34.180,150.391,0
1671211554.581,1.953,-28.320,-31.250,-35.156,-14.160,0
1671211554.585,-15.137,-24.902,-23.438,-20.996,-144.043,0
1671211554.589,-47.363,-18.066,-20.996,-17.578,1.953,0
1671211554.593,-59.570,-21.973,-21.484,-23.438,241.211,0
1671211554.595,-30.273,-16.113,-14.648,-35.156,23.438,0
1671211554.599,4.883,-18.555,-22.461,-38.574,-157.227,0
1671211554.603,-4.883,-24.414,-28.320,-24.902,-66.406,0
1671211554.607,-46.387,-23.926,-27.344,-21.973,-55.664,0
1671211554.611,-63.965,-25.391,-26.367,-26.855,-173.340,0
1671211554.615,-41.992,-22.949,-17.578,-30.273,-190.430,0
1671211554.619,-0.977,-21.484,-14.648,-25.391,97.656,0
1671211554.622,2.930,-17.578,-18.555,-9.766,208.984,0
1671211554.626,-43.945,-15.137,-15.137,-16.602,-35.156,0
1671211554.630,-64.453,-18.066,-12.207,-26.367,-44.922,0
1671211554.634,-33.691,-15.137,-14.648,-23.438,76.660,0
1671211554.638,-2.930,-14.648,-17.578,-28.320,9.766,0
1671211554.640,-6.836,-14.160,-25.391,-24.414,-51.270,0
1671211554.644,-40.527,-14.648,-27.344,-22.949,73.242,0
1671211554.648,-63.965,-18.066,-20.020,-30.762,208.008,0
1671211554.652,-52.734,-11.230,-16.602,-44.922,22.949,0
1671211554.656,-20.508,-8.301,-17.578,-42.480,-120.117,0
1671211554.660,-11.719,-18.066,-23.438,-29.785,88.867,0
1671211554.664,-45.410,-25.879,-25.879,-27.344,297.363,0
1671211554.667,-78.613,-22.949,-20.508,-47.363,59.570,0
1671211554.671,-68.359,-15.625,-20.508,-55.664,-126.953,0
1671211554.675,-23.926,-18.066,-21.973,-39.551,-69.336,0
1671211554.679,-10.254,-22.949,-27.832,-30.273,32.227,0
1671211554.683,-40.527,-18.066,-27.344,-30.762,2.441,0
1671211554.686,-72.266,-18.066,-20.020,-31.250,-48.340,0
1671211554.690,-68.359,-28.320,-25.879,-35.645,-25.391,0
1671211554.694,-25.391,-26.367,-32.227,-39.062,-65.918,0
1671211554.698,-0.488,-21.484,-25.879,-27.832,-97.656,0
1671211554.702,-33.691,-23.926,-26.367,-21.973,-15.137,1
1671211554.706,-71.289,-27.832,-26.855,-30.273,130.859,0
1671211554.710,-75.684,-28.809,-24.414,-43.945,144.531,0
1671211554.713,-41.992,-29.785,-25.391,-52.734,-41.504,0
1671211554.717,-9.277,-30.273,-25.391,-41.504,-66.406,0
1671211554.721,-26.367,-25.391,-18.066,-22.461,133.789,0
1671211554.725,-61.035,-21.973,-15.137,-26.367,31.738,0
1671211554.729,-68.848,-17.578,-20.508,-44.434,-147.949,0
1671211554.745,-34.180,-21.973,-32.227,-48.340,-102.051,0
1671211554.749,-1.465,-27.344,-34.668,-32.227,217.285,0
1671211554.753,-20.508,-25.391,-28.320,-22.461,247.070,0
1671211554.757,-58.594,-26.367,-30.762,-37.109,3.906,0
1671211554.761,-63.965,-20.996,-27.344,-41.016,-1.953,0
1671211554.765,-27.344,-16.602,-17.578,-26.855,156.250,0
1671211554.769,8.301,-18.555,-14.160,-22.949,53.711,0
1671211554.772,-9.277,-18.066,-20.508,-27.832,-66.406,0
1671211554.776,-49.805,-21.484,-24.902,-29.785,-11.719,0
1671211554.780,-66.895,-19.043,-26.855,-22.949,129.883,0
1671211554.784,-48.828,-15.625,-27.832,-28.809,-55.176,0
1671211554.788,-18.066,-21.973,-27.344,-28.320,-234.375,0
1671211554.790,-21.973,-18.555,-28.320,-18.555,-115.234,0
1671211554.794,-60.059,-19.531,-20.996,-20.508,-25.391,0
1671211554.798,-80.566,-22.949,-14.160,-32.715,-75.684,0
1671211554.802,-56.152,-25.879,-13.672,-40.527,-94.727,0
1671211554.806,-20.508,-27.344,-14.648,-32.715,-57.617,0
1671211554.810,-18.066,-21.973,-16.602,-22.461,-0.977,0
1671211554.814,-52.734,-21.484,-23.438,-28.320,63.477,0
1671211554.817,-80.566,-23.438,-22.949,-40.039,-49.805,0
1671211554.821,-56.641,-26.367,-19.043,-39.551,91.309,0
1671211554.825,-13.184,-23.438,-14.160,-25.879,261.230,0
1671211554.829,-7.324,-20.508,-14.160,-23.438,3.418,0
1671211554.833,-37.109,-22.949,-16.113,-22.461,-137.207,0
1671211554.835,-68.848,-20.020,-12.207,-22.461,-1.953,0
1671211554.839,-53.711,-21.484,-16.602,-31.738,7.324,0
1671211554.843,-13.672,-24.902,-25.879,-32.227,-145.508,0
1671211554.847,-3.906,-24.902,-32.715,-26.367,-63.965,0
1671211554.851,-36.621,-23.926,-33.691,-20.020,165.039,0
1671211554.855,-70.801,-26.855,-23.926,-28.809,82.031,0
1671211554.859,-61.523,-26.367,-17.090,-39.062,-27.832,0
1671211554.862,-23.926,-20.508,-29.297,-38.574,32.227,0
1671211554.866,-8.789,-18.066,-37.598,-25.391,230.957,0
1671211554.870,-33.203,-19.043,-33.203,-22.461,116.699,0
1671211554.874,-67.871,-21.484,-36.133,-31.738,-111.328,0
1671211554.878,-66.406,-21.484,-32.227,-35.645,-43.457,0
1671211554.880,-27.344,-20.020,-20.508,-29.297,69.824,0
1671211554.884,-5.859,-21.484,-20.508,-26.367,-30.273,0
1671211554.888,-27.344,-22.461,-24.902,-24.414,-40.527,0
1671211554.892,-52.246,-19.043,-24.902,-19.043,-10.742,0
1671211554.896,-48.828,-16.602,-24.902,-27.344,-57.617,0
1671211554.900,-15.625,-16.113,-20.508,-33.691,-13.672,0
1671211554.904,6.348,-15.137,-25.391,-26.855,-43.945,0
1671211554.907,-18.555,-18.555,-31.250,-19.531,55.176,0
1671211554.911,-59.570,-19.043,-27.832,-21.973,114.746,0
1671211554.915,-67.383,-15.137,-27.832,-35.156,-101.074,0
1671211554.919,-32.227,-12.695,-23.926,-39.551,-152.832,0
1671211554.923,1.465,-13.184,-20.508,-37.109,-61.035,0
1671211554.926,-11.230,-16.602,-25.879,-33.203,43.945,0
1671211554.930,-51.758,-15.625,-27.832,-32.715,46.387,0
1671211554.934,-74.219,-20.996,-30.273,-40.527,3.418,0
1671211554.938,-52.246,-31.250,-31.738,-39.551,150.391,0
1671211554.942,-16.602,-28.320,-28.809,-39.551,85.938,0
1671211554.946,-19.043,-21.973,-25.391,-37.109,-63.965,0
1671211554.950,-48.828,-20.996,-17.578,-33.691,91.797,0
1671211554.953,-59.082,-20.508,-16.113,-33.691,246.582,0
1671211554.957,-38.086,-13.184,-18.555,-45.898,0.977,0
1671211554.961,1.465,-13.184,-21.484,-40.527,-128.418,0
1671211554.965,-0.977,-18.066,-23.926,-25.391,-26.367,0
1671211554.969,-49.805,-23.438,-27.344,-32.227,-75.684,0
1671211554.970,-58.594,-17.578,-30.762,-40.527,-121.094,0
1671211554.974,-30.762,-16.113,-29.297,-44.434,-183.105,0
1671211554.978,-6.348,-23.438,-26.855,-41.016,-95.215,0
1671211554.982,5.371,-16.602,-22.949,-23.438,16.113,0
1671211554.986,-27.344,-15.137,-21.484,-20.996,7.812,0
1671211554.990,-66.406,-21.484,-23.926,-34.668,-8.789,0
1671211554.994,-46.387,-26.367,-22.461,-29.297,208.496,0
1671211554.997,-5.859,-21.973,-18.555,-11.719,390.625,0
1671211555.001,-0.977,-19.043,-15.137,-17.090,48.340,0
1671211555.005,-34.668,-26.367,-14.160,-21.973,-77.148,0
1671211555.009,-68.848,-28.320,-17.090,-30.273,43.457,0
1671211555.013,-56.152,-20.996,-18.066,-37.109,-72.266,0
1671211555.015,-9.277,-21.973,-18.555,-39.062,-127.441,0
1671211555.019,-0.488,-26.367,-18.066,-39.551,-32.227,0
1671211555.023,-37.109,-25.879,-18.555,-25.879,157.227,0
1671211555.027,-69.824,-25.879,-13.672,-31.250,43.457,0
1671211555.031,-63.477,-26.367,-13.184,-51.270,-125.977,0
1671211555.035,-24.414,-27.832,-19.531,-44.434,40.527,0
1671211555.039,-8.301,-25.391,-19.531,-23.438,241.211,0
1671211555.042,-38.574,-24.902,-20.996,-25.391,149.414,0
1671211555.046,-67.383,-24.414,-21.973,-32.227,-65.430,0
1671211555.050,-60.547,-23.926,-20.996,-36.133,-87.402,0
1671211555.054,-28.320,-25.391,-17.578,-29.785,155.273,0
1671211555.058,-11.719,-24.902,-13.672,-27.344,-14.160,0
1671211555.061,-31.738,-28.320,-8.301,-28.320,-132.812,0
1671211555.065,-66.895,-30.273,-17.578,-30.273,-39.551,0
1671211555.069,-71.289,-24.902,-23.438,-32.715,-126.465,0
1671211555.073,-33.203,-20.996,-15.625,-31.250,-182.617,0
1671211555.077,0.000,-20.508,-15.137,-23.438,-120.605,0
1671211555.081,-13.672,-21.484,-15.137,-7.812,43.945,0
1671211555.085,-56.641,-18.066,-15.625,-6.836,88.379,0
1671211555.088,-68.359,-17.090,-17.090,-20.996,-58.594,0
1671211555.092,-38.574,-20.996,-20.508,-30.273,-132.812,0
1671211555.096,-1.465,-24.902,-24.414,-20.996,143.555,0
1671211555.100,-10.742,-20.996,-23.438,-16.113,227.051,0
1671211555.104,-58.594,-18.555,-21.484,-31.250,-59.082,0
1671211555.120,-81.543,-27.344,-18.555,-45.410,-68.359,0
1671211555.124,-47.363,-25.879,-19.043,-52.246,8.301,0
1671211555.128,-13.672,-24.414,-26.855,-51.270,-58.105,0
1671211555.132,-28.320,-26.855,-28.320,-43.945,-75.684,0
1671211555.136,-66.895,-24.414,-27.832,-41.504,-18.555,0
1671211555.140,-81.055,-23.438,-25.391,-48.340,182.617,0
1671211555.144,-49.805,-21.484,-15.137,-53.223,56.641,0
1671211555.147,-14.160,-23.438,-18.066,-53.223,-123.047,0
1671211555.151,-12.207,-26.367,-27.832,-44.922,-44.922,0
1671211555.155,-44.434,-23.926,-31.250,-28.320,161.621,0
1671211555.159,-78.125,-25.879,-35.156,-42.969,-41.992,0
1671211555.163,-66.895,-29.785,-36.621,-58.105,-196.289,0
1671211555.165,-24.414,-20.020,-32.227,-44.434,-29.297,0
1671211555.169,-11.230,-12.207,-26.367,-32.715,27.832,0
1671211555.173,-49.805,-14.648,-22.949,-37.109,-53.223,0
1671211555.177,-82.520,-16.602,-27.832,-48.828,-121.582,0
1671211555.181,-61.035,-16.113,-30.762,-49.805,-88.867,0
1671211555.185,-13.672,-13.672,-21.973,-43.457,24.902,0
1671211555.189,-7.324,-14.160,-25.879,-39.062,47.852,0
1671211555.192,-42.969,-13.672,-29.785,-37.598,-60.059,0
1671211555.196,-67.871,-16.113,-29.785,-32.715,113.770,0
1671211555.200,-56.641,-13.672,-32.227,-37.109,202.637,0
1671211555.204,-18.066,-5.371,-22.949,-46.875,-38.574,0
1671211555.208,5.371,-11.230,-13.672,-36.133,-69.824,0
1671211555.210,-22.949,-20.508,-14.160,-26.855,108.398,0
1671211555.214,-62.988,-18.066,-25.391,-32.715,72.266,0
1671211555.218,-60.059,-13.672,-27.344,-41.016,-118.652,0
1671211555.222,-8.301,-15.625,-19.531,-33.691,-8.301,0
1671211555.226,20.020,-22.461,-19.043,-21.484,242.676,0
1671211555.230,-14.160,-22.461,-22.949,-20.020,166.016,0
1671211555.234,-58.105,-20.508,-23.438,-31.738,-22.461,0
1671211555.237,-59.082,-20.996,-30.273,-43.457,-53.711,0
1671211555.241,-20.508,-21.973,-27.344,-33.203,92.773,0
1671211555.245,7.812,-20.996,-17.578,-22.949,-35.156,0
1671211555.249,-14.160,-20.508,-21.484,-21.484,-117.188,0
1671211555.253,-53.223,-27.832,-25.391,-31.250,-49.805,0
1671211555.255,-62.988,-32.715,-20.508,-40.039,-58.105,0
1671211555.259,-35.645,-32.227,-21.973,-43.457,-146.484,0
1671211555.263,-10.254,-32.227,-27.832,-39.551,-150.391,0
1671211555.267,-21.484,-29.297,-21.484,-21.973,-61.035,0
1671211555.271,-62.500,-22.461,-17.090,-27.344,-93.750,0
1671211555.275,-69.336,-15.625,-19.531,-33.691,-91.797,0
1671211555.279,-30.762,-12.207,-20.020,-28.809,-38.574,0
1671211555.282,-2.441,-19.531,-24.414,-22.949,183.105,0
1671211555.286,-13.184,-23.438,-26.367,-10.254,301.758,0
1671211555.290,-56.641,-22.461,-26.855,-20.508,-14.160,0
1671211555.294,-73.242,-24.414,-29.297,-38.086,-139.160,0
1671211555.298,-34.668,-20.996,-17.090,-31.250,-142.090,0
1671211555.300,2.930,-20.508,-20.996,-29.785,-138.672,0
1671211555.304,-4.883,-23.438,-26.367,-29.297,-17.578,0
1671211555.308,-43.457,-29.297,-34.668,-24.902,-9.766,0
1671211555.312,-56.152,-26.367,-34.180,-20.020,67.383,0
1671211555.316,-33.691,-23.438,-29.785,-31.738,-24.414,0
1671211555.320,1.465,-23.926,-29.297,-29.297,-111.328,0
1671211555.324,5.371,-24.414,-21.973,-22.461,162.109,0
1671211555.327,-33.691,-21.973,-24.414,-20.996,362.793,0
1671211555.331,-64.453,-15.625,-28.809,-31.738,91.797,0
1671211555.335,-41.016,-11.230,-15.137,-40.527,-98.145,0
1671211555.339,1.465,-11.230,-6.836,-30.762,-53.711,0
1671211555.343,2.441,-18.555,-22.461,-24.902,-0.488,0
1671211555.345,-35.156,-18.555,-33.203,-27.832,-31.250,0
1671211555.349,-68.848,-16.113,-34.180,-36.133,-85.938,0
1671211555.353,-57.617,-20.996,-26.855,-47.363,-181.641,0
1671211555.357,-16.113,-18.066,-23.926,-46.387,-167.480,0
1671211555.361,-0.488,-16.113,-25.391,-34.668,-68.359,0
1671211555.365,-26.367,-17.090,-18.066,-22.949,-4.395,0
1671211555.369,-50.781,-13.672,-8.789,-20.996,184.570,0
1671211555.372,-45.898,-10.742,-12.695,-29.297,149.902,0
1671211555.376,-13.672,-8.789,-19.531,-38.086,-154.297,0
1671211555.380,4.395,-11.230,-14.648,-29.785,-143.555,0
1671211555.384,-29.297,-13.672,-17.578,-27.344,-30.273,0
1671211555.388,-61.035,-14.648,-22.949,-30.273,-43.945,0
1671211555.391,-50.781,-14.648,-20.996,-34.180,-63.477,0
1671211555.395,-20.020,-18.555,-26.855,-40.039,-20.996,0
1671211555.399,5.371,-19.043,-23.926,-27.832,180.664,0
1671211555.403,-18.066,-17.090,-24.414,-20.508,82.031,0
1671211555.407,-61.035,-16.602,-32.227,-31.250,-170.898,0
1671211555.411,-61.523,-12.695,-30.762,-34.180,-5.859,0
1671211555.415,-23.438,-12.695,-24.902,-23.438,216.797,0
1671211555.418,3.906,-10.742,-19.043,-20.996,0.488,0
1671211555.422,-12.695,-12.695,-14.648,-17.578,-163.086,0
1671211555.426,-50.781,-16.602,-8.301,-13.184,-70.801,0
1671211555.430,-65.430,-14.648,-6.836,-21.484,22.949,0
1671211555.434,-35.645,-18.066,-18.555,-35.645,-64.453,0
1671211555.436,-8.789,-23.438,-31.738,-38.086,-106.445,0
1671211555.440,-19.043,-24.414,-23.438,-31.250,-47.363,0
1671211555.444,-50.293,-22.461,-19.043,-30.273,-17.578,0
1671211555.448,-69.824,-20.508,-21.973,-38.574,-110.352,0
1671211555.452,-41.504,-19.531,-17.090,-43.945,-185.547,0
1671211555.456,-1.465,-22.461,-19.531,-32.715,140.137,0
1671211555.460,-6.348,-21.973,-18.066,-19.531,358.887,0
1671211555.463,-54.199,-20.020,-15.137,-26.855,66.895,0
1671211555.467,-73.730,-24.414,-16.113,-34.180,-62.500,0
1671211555.471,-44.922,-26.855,-20.996,-36.621,20.508,0
1671211555.475,-8.301,-23.926,-28.809,-35.156,-13.184,0
1671211555.479,-6.836,-25.391,-27.832,-23.438,-112.793,0
1671211555.495,-40.527,-22.461,-17.578,-7.812,-48.828,0
1671211555.499,-69.336,-16.602,-16.602,-20.508,101.562,0
1671211555.503,-54.199,-16.113,-19.043,-35.645,-18.066,0
1671211555.507,-19.043,-21.973,-14.160,-28.809,-128.906,0
1671211555.511,-13.184,-25.879,-14.648,-21.484,-55.176,0
1671211555.515,-44.434,-24.414,-21.484,-20.508,178.711,0
1671211555.519,-71.777,-20.508,-20.020,-29.297,131.348,2
1671211555.522,-52.734,-14.648,-9.277,-38.574,-100.098,0
1671211555.526,-11.230,-12.207,-11.230,-32.227,-160.156,0
1671211555.530,-1.465,-15.625,-20.020,-13.184,130.859,0
1671211555.534,-41.016,-17.090,-23.438,-23.438,111.328,0
1671211555.538,-75.684,-21.484,-22.461,-34.668,-117.188,0
1671211555.540,-58.105,-20.020,-13.184,-28.809,-124.512,0
1671211555.544,-18.066,-18.555,-18.066,-29.785,-90.820,0
1671211555.548,-4.883,-21.484,-21.973,-26.855,-45.898,0
1671211555.552,-34.180,-23.926,-20.996,-25.391,-25.879,0
1671211555.556,-67.871,-24.902,-23.438,-32.715,-12.695,0
1671211555.560,-65.918,-23.926,-20.020,-44.434,19.531,0
1671211555.564,-28.809,-22.949,-20.508,-44.434,3.418,0
1671211555.567,-7.324,-27.344,-24.414,-40.039,-70.801,0
1671211555.571,-27.832,-31.250,-20.996,-29.785,210.938,0
1671211555.575,-67.871,-27.344,-18.555,-28.809,373.535,0
1671211555.579,-76.172,-26.367,-31.738,-47.363,33.203,0
1671211555.583,-38.574,-31.250,-39.062,-51.758,-115.234,0
1671211555.585,-11.719,-30.762,-32.715,-42.480,-25.391,0
1671211555.589,-30.273,-22.461,-31.250,-38.574,0.977,0
1671211555.593,-66.895,-23.438,-28.809,-46.875,-62.500,0
1671211555.597,-75.684,-27.344,-27.344,-49.805,-47.852,0
1671211555.601,-35.645,-22.949,-26.855,-42.969,87.402,0
1671211555.605,-5.371,-18.066,-25.879,-35.156,44.922,0
1671211555.609,-17.578,-19.531,-24.414,-33.691,-15.137,0
1671211555.612,-49.805,-18.555,-20.508,-32.227,20.996,0
1671211555.616,-56.641,-15.625,-17.090,-22.461,197.754,0
1671211555.620,-30.762,-15.625,-10.742,-27.832,48.828,0
1671211555.624,0.000,-19.043,-20.996,-35.156,-89.844,0
1671211555.628,-0.977,-21.484,-27.344,-19.531,29.785,0
1671211555.630,-41.016,-20.996,-24.902,-20.020,30.273,0
1671211555.634,-64.453,-15.625,-29.297,-36.133,-86.914,0
1671211555.638,-35.645,-14.160,-23.438,-42.480,-160.156,0
1671211555.642,-4.395,-19.531,-16.602,-36.133,-82.031,0
1671211555.646,-15.137,-18.555,-20.020,-28.320,27.832,0
1671211555.650,-48.828,-16.602,-20.996,-26.367,24.902,0
1671211555.654,-63.965,-16.602,-20.020,-29.785,-39.551,0
1671211555.657,-39.551,-17.578,-18.066,-30.273,62.988,0
1671211555.661,-6.836,-18.555,-21.973,-28.809,117.676,0
1671211555.665,-1.465,-21.973,-26.855,-28.809,-66.895,0
1671211555.669,-21.484,-16.113,-22.949,-17.090,-83.008,0
1671211555.673,-47.363,-13.672,-26.367,-22.949,-64.941,0
1671211555.675,-45.898,-20.996,-28.320,-39.062,-121.094,0
1671211555.679,-10.254,-19.531,-21.973,-41.504,-70.312,0
1671211555.683,5.371,-18.066,-23.438,-31.738,51.270,0
1671211555.687,-27.344,-21.973,-23.438,-22.949,270.020,0
1671211555.691,-63.965,-25.391,-25.391,-41.016,167.480,0
1671211555.695,-47.363,-24.902,-29.297,-52.246,-52.734,0
1671211555.699,-8.301,-23.926,-30.762,-44.434,2.441,0
1671211555.702,10.254,-17.578,-27.344,-26.367,179.688,0
1671211555.706,-17.090,-15.137,-21.484,-26.367,2.930,0
1671211555.710,-57.129,-15.137,-25.391,-38.086,-183.594,0
1671211555.714,-48.828,-13.184,-28.809,-36.621,-133.789,0
1671211555.718,-11.230,-15.137,-25.879,-35.645,-146.484,0
1671211555.720,3.906,-17.090,-16.113,-32.715,-151.367,0
1671211555.724,-18.555,-12.207,-15.625,-22.949,-108.398,0
1671211555.728,-46.387,-7.812,-17.578,-22.949,-67.383,0
1671211555.732,-46.875,-9.766,-20.996,-36.621,-108.887,0
1671211555.736,-19.043,-14.160,-35.156,-48.828,-142.578,0
1671211555.740,2.930,-16.602,-33.691,-40.527,12.207,0
1671211555.744,-18.555,-19.531,-28.809,-21.484,330.566,0
1671211555.747,-57.617,-15.625,-20.996,-21.973,403.320,0
1671211555.751,-62.988,-10.254,-6.348,-32.227,19.531,0
1671211555.755,-29.297,-13.184,-13.184,-36.621,-119.141,0
1671211555.759,-3.906,-23.926,-29.785,-29.785,49.316,0
1671211555.763,-25.391,-23.926,-21.973,-21.484,8.789,0
1671211555.765,-61.035,-12.695,-19.531,-23.926,-77.148,0
1671211555.769,-62.988,-12.207,-27.832,-27.832,51.758,0
1671211555.773,-28.809,-15.137,-26.855,-24.414,206.543,0
1671211555.777,-3.906,-12.207,-21.973,-32.715,57.617,0
1671211555.781,-18.555,-5.371,-18.066,-34.180,-93.262,0
1671211555.785,-51.270,-4.395,-20.996,-20.996,51.270,0
1671211555.789,-61.523,-9.766,-23.926,-23.438,212.402,0
1671211555.792,-33.203,-4.883,-26.855,-36.133,-10.254,0
1671211555.796,-3.418,-5.859,-25.391,-32.227,-154.297,0
1671211555.800,-21.973,-15.137,-29.785,-25.879,4.395,0
1671211555.804,-64.453,-18.555,-28.809,-26.367,169.434,0
1671211555.808,-78.125,-20.508,-23.926,-37.109,-9.766,0
1671211555.825,-48.828,-15.625,-29.785,-42.480,-125.000,0
1671211555.829,-11.719,-13.672,-30.273,-38.574,-65.430,0
1671211555.833,-17.578,-18.066,-18.555,-37.109,-85.938,0
1671211555.837,-54.199,-14.160,-19.531,-33.203,-134.766,0
1671211555.841,-71.777,-7.324,-23.926,-35.645,-131.348,0
1671211555.845,-52.734,-10.254,-19.043,-39.062,18.555,0
1671211555.849,-25.879,-14.160,-25.879,-34.668,-27.832,0
1671211555.852,-14.648,-16.602,-30.273,-27.832,-137.695,0
1671211555.856,-43.945,-18.066,-29.785,-31.250,-100.098,0
1671211555.860,-76.660,-14.648,-27.832,-34.180,72.266,0
1671211555.864,-58.105,-17.090,-27.344,-41.504,132.324,0
1671211555.868,-12.695,-17.578,-19.043,-41.016,-27.344,0
1671211555.870,1.953,-15.137,-9.277,-27.832,-2.441,0
1671211555.874,-32.715,-24.414,-20.508,-25.391,302.246,0
1671211555.878,-64.453,-18.066,-23.926,-30.762,179.688,0
1671211555.882,-57.617,-15.625,-19.043,-41.016,-120.117,0
1671211555.886,-17.578,-17.090,-15.137,-40.039,-101.074,0
1671211555.890,0.000,-15.137,-20.996,-33.691,7.812,0
1671211555.894,-32.715,-18.066,-24.414,-31.738,16.113,0
1671211555.897,-73.242,-17.090,-20.020,-34.180,-75.684,0
